ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
24.217,0.6917,0.1084,-0.6968,-1.084,-1.855,-0.6412
24.237,0.6882,0.1055,-0.7021,-1.542,-3.1221,0.8397
24.257,0.6882,0.1072,-0.6958,-1.4504,-4.0687,0.7023
24.278,0.6909,0.1067,-0.6973,-1.3359,-5.145,1.5191
24.297,0.7019,0.0999,-0.6941,-1.542,-5.2443,1.8244
24.317,0.7024,0.1021,-0.6975,-1.7328,-4.5115,0.9695
24.337,0.6985,0.1013,-0.6982,-1.7405,-3.2214,0.626
24.357,0.6953,0.0994,-0.6912,-1.3359,-1.9542,-0.0305
24.377,0.6926,0.103,-0.697,-1.2366,-2.2748,0.2214
24.397,0.6868,0.1101,-0.7021,-1.229,-3.1603,0.4046
24.417,0.6892,0.106,-0.699,-1.5878,-4.6412,1.5725
24.437,0.6938,0.1008,-0.6914,-1.5267,-4.7939,1.0763
24.457,0.7014,0.0967,-0.7078,-1.771,-4.3817,1.3282
24.477,0.6997,0.0996,-0.6943,-1.3817,-3.2977,0.2824
24.497,0.6934,0.1001,-0.6987,-1.2748,-3.4733,0.8244
24.517,0.6943,0.1047,-0.6995,-0.8168,-3.7252,0.4733
24.537,0.6973,0.1057,-0.6978,-1.1756,-4.4504,1.3511
24.557,0.7024,0.104,-0.6973,-1.1985,-3.855,0.7023
24.577,0.6951,0.1055,-0.7024,-1.8473,-3.229,1.0458
24.597,0.6921,0.1021,-0.699,-2.1298,-2.3664,0.3435
24.617,0.6936,0.1067,-0.6941,-2.1679,-3.0534,0.7405
24.637,0.6917,0.0989,-0.6975,-1.9389,-4.2061,1.1832
24.657,0.698,0.0984,-0.6956,-1.3435,-4.7939,1.2214
24.677,0.6985,0.1006,-0.7017,-1.0229,-4.5344,1.1527
24.697,0.698,0.0996,-0.7058,-0.5038,-3.3511,0.4275
24.717,0.6941,0.1055,-0.7004,-0.9237,-2.5496,0.374
24.737,0.6887,0.1064,-0.6992,-1.1908,-2.4275,-0.084
24.757,0.6917,0.1055,-0.7007,-1.8855,-4.0763,1.0763
24.777,0.6943,0.1018,-0.6985,-1.4427,-5.3206,1.4122
24.797,0.7021,0.1006,-0.6921,-1.4427,-5.5725,2.2366
24.817,0.7004,0.0994,-0.6968,-1.4046,-3.8244,0.916
24.837,0.7002,0.1033,-0.6946,-2.1374,-2.4656,0.374
24.857,0.697,0.1035,-0.7002,-1.8168,-1.7328,-0.4733
24.877,0.6882,0.1038,-0.7012,-1.229,-2.5573,0.5344
24.897,0.6899,0.1025,-0.6995,-0.8168,-3.7023,1.3511
24.918,0.6919,0.1028,-0.6992,-1.4427,-4.5115,1.2977
24.937,0.6963,0.1028,-0.7053,-2.3206,-4.7328,1.145
24.957,0.7026,0.1028,-0.6929,-2.0382,-4.4809,0.855
24.977,0.696,0.0979,-0.6987,-1.2672,-3.9237,1.1908
24.997,0.6934,0.1069,-0.6951,-0.3206,-3.0305,0.1756
25.017,0.6958,0.1038,-0.6982,-0.5649,-3.0076,0.6718
25.037,0.688,0.1094,-0.7014,-0.9466,-3.229,0.5115
25.057,0.6921,0.1028,-0.7041,-1.9389,-4.2443,1.2595
25.077,0.6943,0.1028,-0.7036,-2.3893,-4.1298,0.9847
25.097,0.6948,0.0999,-0.697,-2.0687,-3.9924,1.1221
25.117,0.7004,0.0996,-0.6987,-1.4809,-3.4122,0.8779
25.137,0.699,0.0996,-0.6992,-1.7405,-3.5496,0.9924
25.157,0.6958,0.1042,-0.6997,-1.1679,-3.4275,0.1527
25.177,0.6992,0.0994,-0.6956,-1.084,-3.7405,0.9618
25.197,0.6909,0.1045,-0.7012,-0.7252,-3.1908,0.5573
25.217,0.6956,0.1045,-0.6948,-1.6947,-3.4656,1.2214
25.237,0.6902,0.1067,-0.7009,-2.2137,-3.3893,0.3664
25.257,0.6973,0.1018,-0.6968,-2.2366,-3.7023,0.8015
25.277,0.6941,0.1011,-0.6912,-1.374,-3.855,0.8092
25.297,0.6973,0.1006,-0.6946,-0.6565,-4.5496,1.313
25.317,0.7014,0.1057,-0.6953,-0.5038,-4.2595,1.0153
25.337,0.7017,0.1047,-0.7043,-1.0611,-3.1145,0.8015
25.357,0.6926,0.1035,-0.7014,-1.855,-2.1832,0.4427
25.377,0.6895,0.1047,-0.6895,-2.2214,-2.458,0.0305
25.397,0.696,0.0979,-0.699,-2.2672,-4.9008,1.3511
25.417,0.6963,0.0989,-0.687,-1.1679,-5.855,1.3664
25.437,0.7065,0.1028,-0.7017,-0.6947,-5.4351,2.0611
25.457,0.7058,0.1023,-0.6953,-0.1908,-2.5725,0.0992
25.477,0.6958,0.1042,-0.7026,-1.7481,-1.2137,0.1221
25.497,0.6873,0.1072,-0.7031,-2.2977,-1.2595,-0.5802
25.517,0.6863,0.1021,-0.6946,-2.8015,-3.7176,1.1908
25.537,0.6912,0.0989,-0.696,-1.8244,-5.7023,1.4885
25.558,0.7034,0.0984,-0.7007,-1.4351,-6.4122,2.3359
25.577,0.7026,0.1006,-0.6929,-0.5496,-4.4122,0.6412
25.597,0.7021,0.1025,-0.7031,-0.374,-2.3664,0.2137
25.617,0.6904,0.1106,-0.6953,-0.1756,-0.9542,-0.9924
25.637,0.6846,0.1072,-0.696,-1.2901,-2.6565,1.0229
25.657,0.689,0.1062,-0.6946,-2.1069,-4.6718,1.2977
25.677,0.7009,0.0994,-0.7002,-3.4427,-6.3206,2.542
25.697,0.7075,0.0933,-0.6953,-2.9542,-5.6794,1.5496
25.717,0.7102,0.0901,-0.6892,-1.626,-3.5191,0.8779
25.737,0.7036,0.0972,-0.7019,-0.3511,-1.4504,-0.3893
25.757,0.6843,0.1113,-0.6946,0.5267,-0.5878,-0.8779
25.777,0.6833,0.1165,-0.696,-0.3588,-2.0458,0.2519
25.797,0.6865,0.1047,-0.7,-1.4809,-4.145,0.9771
25.817,0.6907,0.105,-0.7029,-2.6107,-6.0,1.9771
25.837,0.7,0.0969,-0.6946,-2.7939,-6.4809,2.1145
25.857,0.7075,0.0942,-0.6926,-2.4427,-5.6565,1.9008
25.877,0.7058,0.0984,-0.6987,-1.2137,-3.3206,0.4504
25.897,0.6987,0.1018,-0.6943,-0.2061,-1.4046,-0.3053
25.917,0.6936,0.1072,-0.6963,-0.1908,-1.1985,-0.5038
25.937,0.688,0.1096,-0.6992,-1.7252,-2.9084,0.7481
25.957,0.6868,0.1062,-0.6987,-2.5191,-3.8473,0.1756
25.977,0.6958,0.1035,-0.7031,-1.9084,-4.0763,0.2901
25.997,0.6921,0.1033,-0.6975,-0.7786,-3.7557,1.6031
26.017,0.6931,0.105,-0.7019,-1.2366,-4.6565,2.2748
26.037,0.6978,0.0986,-0.6948,-2.7939,-5.3511,1.1145
26.057,0.7104,0.0959,-0.7009,-3.1374,-5.2443,1.2061
26.077,0.7065,0.0906,-0.6904,-1.8244,-3.8244,0.7786
26.097,0.6987,0.0974,-0.6997,-0.5802,-1.8092,-0.1985
26.117,0.6892,0.1035,-0.6951,-0.3435,-1.5267,-0.9542
26.137,0.6836,0.1125,-0.698,0.3053,-2.2672,-1.0992
26.157,0.6843,0.1133,-0.7031,0.229,-3.9313,1.0458
26.177,0.6887,0.1101,-0.7004,-0.8397,-5.7405,1.9924
26.198,0.6985,0.1099,-0.6978,-3.313,-6.7023,2.4885
26.217,0.707,0.0977,-0.6953,-4.3893,-5.8092,1.7252
26.237,0.7148,0.093,-0.6938,-3.5496,-3.2519,1.0076
26.257,0.7051,0.0974,-0.6943,-1.7405,-1.1221,-0.1145
26.277,0.6885,0.1003,-0.7004,0.145,-0.2748,-1.0763
26.297,0.6799,0.1101,-0.6982,0.9237,-1.2595,-0.5191
26.317,0.6797,0.116,-0.7021,-0.1603,-3.9771,0.8855
26.337,0.6838,0.1125,-0.6968,-2.3893,-6.3588,1.9847
26.357,0.7014,0.1013,-0.7043,-4.0153,-7.4198,2.2824
26.377,0.709,0.095,-0.6975,-3.2214,-6.2061,1.4504
26.397,0.7063,0.0957,-0.6909,-1.0763,-3.5115,0.4733
26.417,0.7063,0.0986,-0.7041,0.7176,-1.5725,-0.4046
26.437,0.6912,0.1094,-0.6975,1.3664,-0.7405,-1.1221
26.457,0.687,0.1172,-0.7073,-0.5115,-2.1756,0.4198
26.477,0.6814,0.113,-0.6951,-2.4198,-3.7786,0.687
26.497,0.6919,0.1033,-0.7009,-4.2824,-5.9847,2.5649
26.517,0.7024,0.0959,-0.6992,-3.6794,-5.9237,1.6947
26.537,0.7026,0.0959,-0.6985,-2.1679,-4.7405,1.8015
26.557,0.7034,0.0957,-0.6917,0.084,-2.5038,0.0687
26.577,0.6929,0.1021,-0.6941,0.6718,-1.5344,-0.1603
26.597,0.6848,0.1118,-0.6948,0.2824,-2.0076,0.0305
26.617,0.6843,0.1116,-0.7024,-1.1374,-3.7939,0.6336
26.637,0.6912,0.1082,-0.6907,-2.6336,-5.5649,2.2748
26.657,0.7041,0.0981,-0.6975,-2.9695,-5.7863,1.626
26.677,0.6992,0.0964,-0.7031,-2.2366,-3.3053,1.4275
26.697,0.6909,0.1042,-0.6875,-0.4504,-1.4198,-0.4962
26.717,0.6909,0.106,-0.7095,-0.5802,-1.7557,1.3511
26.737,0.6792,0.114,-0.6768,-0.5115,-1.9084,-0.2672
26.757,0.697,0.1079,-0.7173,-2.0153,-5.5649,3.0229
26.777,0.6958,0.103,-0.6926,-1.4809,-5.1069,1.229
26.797,0.7058,0.0925,-0.7009,-3.2519,-6.0076,3.374
26.817,0.7031,0.0918,-0.6943,-2.1679,-3.6107,0.1832
26.838,0.7063,0.0962,-0.6921,-1.2977,-3.0382,0.7405
26.857,0.7031,0.1008,-0.708,0.3053,-2.3969,0.3511
26.877,0.6887,0.1084,-0.6941,0.3053,-2.5725,0.3053
26.897,0.6907,0.1108,-0.7014,-0.7481,-2.8779,0.7634
26.917,0.6938,0.1077,-0.6965,-1.6183,-3.687,0.7557
26.937,0.6897,0.1086,-0.6931,-1.9618,-4.1832,0.9542
26.957,0.6936,0.1055,-0.7056,-2.4733,-4.6565,2.4046
26.977,0.696,0.0994,-0.687,-0.9237,-4.1527,0.4351
26.997,0.6978,0.1018,-0.7109,-0.7634,-4.0992,2.1298
27.017,0.7031,0.1018,-0.7083,-1.5725,-3.8779,2.2748
27.037,0.6992,0.0996,-0.6978,-3.6031,-3.9771,1.1298
27.057,0.7063,0.0889,-0.7063,-4.4198,-3.8015,0.9313
27.077,0.6948,0.0928,-0.6833,-1.4275,-2.0611,-1.2901
27.097,0.6941,0.0977,-0.6978,0.9313,-1.8702,0.5649
27.117,0.6821,0.1147,-0.7031,2.916,-1.7939,-0.4198
27.137,0.6868,0.1165,-0.7087,0.4962,-4.5878,1.3511
27.157,0.6931,0.1096,-0.7007,-3.0382,-6.229,1.771
27.177,0.7024,0.0991,-0.6978,-5.2519,-6.3206,2.1298
27.197,0.7051,0.0923,-0.6946,-3.7634,-4.3053,1.4046
27.217,0.7043,0.0908,-0.7217,-2.1069,0.0611,1.2443
27.237,0.6555,0.1199,-0.6782,1.313,3.5802,-6.1908
27.257,0.696,0.0972,-0.6951,0.7252,-5.1145,0.5802
27.277,0.6819,0.1101,-0.6824,0.1985,-4.1221,0.542
27.297,0.7007,0.1025,-0.7124,-2.6031,-5.6794,4.2443
27.317,0.7019,0.1099,-0.7012,-0.771,-2.4733,-0.2061
27.337,0.6912,0.1094,-0.7051,-2.0611,-3.4351,1.6565
27.357,0.6892,0.0994,-0.6875,-4.1832,-5.3893,2.6336
27.377,0.7134,0.0842,-0.7004,-6.1527,-9.2672,3.229
27.397,0.7156,0.0803,-0.689,-1.8855,-5.7328,-1.1832
27.417,0.7158,0.0916,-0.6938,2.5878,-0.9389,0.0687
27.437,0.6873,0.1177,-0.7029,4.6412,4.1527,-2.2672
27.457,0.6655,0.1301,-0.7063,0.4427,2.2061,-1.6107
27.478,0.6638,0.126,-0.7063,-3.855,-3.9389,0.1756
27.497,0.6819,0.103,-0.7095,-5.4809,-9.5573,4.0076
27.517,0.707,0.0906,-0.6917,-4.5802,-11.3817,5.2519
27.537,0.7258,0.0818,-0.6858,-2.5725,-8.6718,3.1145
27.557,0.7275,0.0815,-0.6978,-0.6641,-3.4427,0.8931
27.577,0.7073,0.0935,-0.6904,1.084,2.3206,-2.4198
27.597,0.6797,0.1094,-0.7051,1.4122,4.2519,-3.3817
27.617,0.6584,0.1206,-0.7083,1.0458,1.4733,-1.7099
27.637,0.665,0.1299,-0.7012,-1.1908,-4.916,2.2595
27.657,0.687,0.1091,-0.7095,-4.1603,-10.5038,4.8092
27.677,0.7122,0.0945,-0.698,-5.7634,-11.5496,4.3206
27.697,0.7302,0.0759,-0.6868,-4.0763,-7.4504,2.3664
27.717,0.7214,0.0796,-0.6985,-0.1679,-1.1145,0.1374
27.737,0.7002,0.0991,-0.696,2.6183,3.145,-2.4733
27.757,0.6765,0.1199,-0.7014,1.6489,2.5267,-2.0763
27.777,0.6694,0.1189,-0.7026,-0.7176,-1.7939,-0.3817
27.797,0.6797,0.1143,-0.698,-3.0382,-6.8168,2.3664
27.817,0.6985,0.1016,-0.6968,-4.0763,-9.0382,3.855
27.837,0.7129,0.0886,-0.6943,-3.1679,-7.3359,3.0611
27.857,0.7144,0.0894,-0.6934,-1.6336,-4.2595,1.7405
27.877,0.707,0.0972,-0.6877,-0.5344,-1.4198,-0.6031
27.897,0.6956,0.0972,-0.7007,-0.4733,-1.4504,-0.374
27.917,0.6914,0.1052,-0.7007,0.0534,-1.5878,-0.6641
27.937,0.687,0.1086,-0.6912,-0.8702,-2.3969,0.6565
27.957,0.6912,0.1145,-0.7041,-1.8015,-3.5649,1.3206
27.977,0.6804,0.1023,-0.7039,-3.5802,-2.7786,1.1221
27.997,0.6921,0.0938,-0.7019,-4.0153,-6.3206,3.9924
28.017,0.7034,0.1018,-0.6951,-0.5725,-7.6336,1.8092
28.037,0.707,0.0928,-0.6965,-0.0916,-7.771,3.8626
28.057,0.717,0.0913,-0.7095,-0.7786,-5.1069,1.2748
28.077,0.7083,0.0989,-0.6982,-0.374,-1.6489,-1.4504
28.097,0.6912,0.1074,-0.6982,-1.2137,-0.2366,0.2519
28.118,0.6831,0.1094,-0.6929,-2.0916,-1.4275,-0.2137
28.137,0.6909,0.1055,-0.7026,-3.4733,-4.6718,1.0763
28.157,0.6802,0.1079,-0.6855,-1.7786,-4.0305,0.2672
28.177,0.7141,0.0984,-0.7139,-1.2214,-6.3969,2.5649
28.197,0.7102,0.0989,-0.7043,0.1374,-4.1527,-1.6031
28.217,0.6987,0.103,-0.6931,-1.5725,-2.4351,0.374
28.237,0.689,0.1042,-0.6904,-1.5802,-1.0763,0.6031
28.257,0.6931,0.1089,-0.6992,-0.9084,-1.8779,-1.0305
28.277,0.6855,0.1042,-0.6995,-1.6641,-3.8779,0.8473
28.297,0.6934,0.0981,-0.6821,-2.1527,-6.0382,1.7863
28.317,0.7075,0.0942,-0.6953,-2.9847,-7.0611,2.9084
28.337,0.7092,0.0884,-0.6987,-0.7328,-3.9084,-0.1908
28.357,0.697,0.0967,-0.6958,0.4046,-0.9771,0.0534
28.377,0.6848,0.1084,-0.7041,1.0763,0.5878,-1.0763
28.397,0.6777,0.1135,-0.7,-0.9924,-2.0076,0.4656
28.417,0.6838,0.1123,-0.7041,-2.4809,-5.1908,1.4275
28.437,0.7004,0.1033,-0.6968,-3.0534,-7.4733,2.8931
28.457,0.7083,0.0933,-0.6992,-3.3588,-6.5649,2.8473
28.477,0.71,0.0903,-0.6868,-2.3435,-3.4275,0.6031
28.497,0.7051,0.0918,-0.6997,-1.5038,-1.7252,0.1298
28.517,0.687,0.1006,-0.6917,0.3053,-0.0305,-1.3511
28.537,0.689,0.1035,-0.7017,-0.1603,-2.4351,1.0
28.557,0.6799,0.1128,-0.6978,-0.1069,-3.7176,-0.3206
28.577,0.6887,0.1094,-0.7019,-2.0305,-6.3435,2.4046
28.597,0.7002,0.1077,-0.6953,-1.7863,-5.7328,1.4275
28.617,0.7065,0.0974,-0.6926,-2.6031,-5.1374,2.0534
28.637,0.7026,0.0959,-0.6921,-2.0611,-2.9084,0.084
28.657,0.6987,0.0991,-0.7026,-1.7939,-2.3053,0.3969
28.677,0.6968,0.1045,-0.6938,-0.7405,-1.2595,-1.3282
28.697,0.6816,0.1113,-0.7026,-0.3664,-0.8473,-1.3893
28.717,0.6836,0.1006,-0.6982,-1.8244,-2.7557,-0.3359
28.737,0.6892,0.1021,-0.6963,-2.0611,-4.9084,1.2977
28.758,0.6978,0.0994,-0.696,-1.9313,-4.6794,3.1374
28.777,0.697,0.1042,-0.6863,-1.5038,-4.8168,1.4733
28.797,0.7029,0.1035,-0.7031,-1.5725,-3.8626,-0.1603
28.817,0.6968,0.104,-0.6892,-0.3893,-3.1908,-0.0382
28.837,0.6973,0.0994,-0.7083,-1.3588,-3.0382,1.229
28.857,0.6948,0.1104,-0.688,-1.542,-3.5802,-0.9313
28.877,0.6938,0.1047,-0.6956,-2.4656,-3.6031,0.9466
28.897,0.7021,0.0955,-0.7161,-3.2061,-4.2214,0.3817
28.917,0.6868,0.1006,-0.6909,0.0534,-1.4046,-2.7099
28.937,0.6919,0.1089,-0.6946,1.8931,-3.9695,4.1221
28.957,0.6968,0.1045,-0.6855,1.2748,-6.5267,4.0305
28.977,0.7117,0.1008,-0.6975,-3.2366,-7.1221,0.7328
28.997,0.7109,0.0991,-0.7092,-2.916,-5.0763,0.0076
29.017,0.7056,0.104,-0.6975,-0.8626,-2.6107,2.542
29.037,0.6924,0.0996,-0.7029,-2.0611,0.0229,1.3053
29.057,0.6729,0.1096,-0.6904,-2.2366,1.0687,-3.1221
29.077,0.6733,0.1074,-0.6914,-1.458,-2.6336,1.8244
29.097,0.6895,0.105,-0.7068,-1.7328,-6.3817,3.687
29.117,0.696,0.0928,-0.6912,-3.2595,-6.9084,2.1069
29.137,0.7046,0.0884,-0.6968,-3.084,-6.2214,1.5573
29.157,0.7068,0.0913,-0.6992,-0.771,-3.7863,0.8626
29.177,0.6997,0.095,-0.6941,0.084,-2.2672,0.4351
29.197,0.6926,0.1035,-0.6975,0.6107,-1.4275,-2.1985
29.217,0.6841,0.1101,-0.6926,1.1298,-2.5573,-0.771
29.237,0.6868,0.1182,-0.7012,1.0534,-4.4275,1.6489
29.257,0.6909,0.1211,-0.7019,-1.1298,-6.0153,2.0458
29.277,0.7021,0.1067,-0.6953,-3.9695,-5.9695,1.8702
29.297,0.7036,0.1003,-0.6941,-4.8321,-4.9313,2.0
29.317,0.7083,0.0898,-0.6921,-4.0687,-2.8321,1.1832
29.337,0.7009,0.0901,-0.6978,-2.3359,-0.6336,0.1527
29.357,0.689,0.0964,-0.6931,-0.3435,-0.2137,-0.9695
29.377,0.6846,0.1067,-0.7019,0.5496,-1.3511,-0.1527
29.398,0.6755,0.1125,-0.7036,-0.229,-3.7786,0.7863
29.417,0.6887,0.1082,-0.7026,-1.5802,-6.0229,1.4198
29.437,0.699,0.1018,-0.6946,-2.5191,-6.9695,2.2443
29.457,0.7058,0.0969,-0.6926,-1.9542,-6.0305,1.542
29.477,0.7065,0.0964,-0.696,-0.9084,-4.626,1.2824
29.497,0.7019,0.1033,-0.6885,0.1374,-2.6336,-0.0458
29.517,0.7012,0.1047,-0.7095,-0.313,-2.3359,0.5038
29.537,0.6873,0.1101,-0.6914,-0.7405,-1.1985,-0.8168
29.557,0.6873,0.1101,-0.7014,-2.5649,-2.8092,1.3817
29.577,0.687,0.1096,-0.7019,-2.0229,-3.4198,0.2443
29.597,0.6921,0.1001,-0.6968,-3.4427,-5.0,3.0916
29.617,0.7043,0.0955,-0.6912,-2.9924,-4.6565,1.1374
29.637,0.6987,0.0889,-0.6921,-2.5802,-4.2214,1.374
29.657,0.7021,0.0896,-0.6968,-1.1603,-2.7939,0.4351
29.677,0.6943,0.0955,-0.6938,-0.0611,-2.2748,0.0076
29.697,0.6907,0.1064,-0.7034,0.1527,-2.7405,0.1679
29.717,0.6907,0.106,-0.6975,0.1908,-3.7176,-0.1527
29.737,0.6941,0.1082,-0.7002,-0.9695,-5.3359,1.5038
29.757,0.6951,0.1064,-0.6887,-1.771,-5.5344,1.229
29.777,0.7051,0.0945,-0.6978,-3.0305,-5.4962,1.9695
29.797,0.707,0.0979,-0.6997,-2.5649,-3.3969,0.0534
29.817,0.7031,0.0945,-0.6919,-2.2214,-2.2748,-0.0687
29.837,0.6934,0.1023,-0.7051,-1.4885,-0.8626,-1.1756
29.857,0.6885,0.1074,-0.697,-0.4656,-1.9237,0.2519
29.877,0.6904,0.1062,-0.7002,-1.0382,-4.0076,2.0687
29.897,0.6924,0.1035,-0.6968,-1.6489,-5.4656,1.2137
29.917,0.6982,0.1011,-0.7019,-2.5878,-5.626,2.0916
29.937,0.6997,0.0933,-0.6995,-2.7252,-4.5802,1.4427
29.957,0.7012,0.0979,-0.6919,-2.7099,-3.3664,-0.2901
29.977,0.6963,0.0962,-0.7068,-1.7634,-2.7023,-1.0
29.997,0.6887,0.103,-0.6995,0.8168,-2.3435,-1.0687
30.017,0.6846,0.1074,-0.7034,0.626,-3.5573,1.4962
30.038,0.6892,0.1086,-0.6982,-1.4809,-4.9924,0.2595
30.057,0.7009,0.1057,-0.7117,-3.6641,-5.3435,-0.4122
30.077,0.7002,0.104,-0.6941,-1.9542,-4.2519,0.5496
30.097,0.7007,0.0991,-0.6992,0.0,-4.3511,3.5954
30.117,0.6958,0.1021,-0.6882,-0.2977,-4.1145,1.2824
30.137,0.6951,0.1016,-0.7002,-1.4962,-3.542,-0.7481
30.157,0.699,0.1082,-0.7009,-1.7252,-2.0916,0.3359
30.177,0.6902,0.1096,-0.6892,-1.6489,-1.9084,1.5802
30.197,0.6895,0.105,-0.7095,-3.4733,-2.3206,1.3817
30.217,0.688,0.1021,-0.6938,-3.5191,-3.9313,-0.626
30.237,0.6975,0.0928,-0.7019,-2.6412,-5.145,1.2748
30.257,0.7012,0.0913,-0.698,-0.8702,-5.5038,1.5267
30.277,0.6843,0.0972,-0.6814,1.0,-3.5725,0.6183
30.297,0.7043,0.1064,-0.728,-0.1298,-2.7328,0.8244
30.317,0.6858,0.1169,-0.6733,1.7405,-3.4122,-2.229
30.337,0.6909,0.1077,-0.72,-0.6336,-3.9542,2.3053
30.357,0.6982,0.1113,-0.6782,-0.8015,-6.0534,3.4122
30.377,0.7112,0.1001,-0.698,-3.2977,-6.4733,1.9389
30.397,0.7063,0.0977,-0.6807,-3.5725,-2.0992,-0.8779
30.417,0.7019,0.0996,-0.7078,-1.9237,0.7176,0.1679
30.437,0.6821,0.1123,-0.6853,-1.229,0.3588,1.1069
30.457,0.679,0.1057,-0.7075,-3.3511,-2.2519,-1.4122
30.477,0.6829,0.1025,-0.6985,-4.3817,-4.7481,0.1221
30.497,0.7061,0.095,-0.709,-3.3053,-7.4809,1.1374
30.517,0.7017,0.0781,-0.7126,0.3053,-4.8397,-1.542
30.537,0.696,0.1021,-0.689,3.0534,-4.4885,4.8779
30.557,0.7041,0.1086,-0.7026,3.1145,-6.6489,1.5344
30.577,0.6973,0.1108,-0.7012,-0.1374,-4.687,-2.9008
30.597,0.7056,0.1172,-0.6917,-1.7252,-5.2443,2.1603
30.617,0.7036,0.1104,-0.7144,-0.5802,-1.9924,0.8473
30.637,0.6853,0.115,-0.689,-2.7328,-0.5191,2.1756
30.657,0.6931,0.1106,-0.7024,-5.5038,-3.2748,1.3817
30.678,0.6973,0.093,-0.7014,-7.0,-3.5725,-0.8626
30.697,0.699,0.0876,-0.7021,-4.8015,-3.2519,1.2824
30.717,0.696,0.0884,-0.7046,-2.0153,-2.3435,1.2214
30.737,0.687,0.0906,-0.6897,1.542,-2.6718,-0.7557
30.757,0.6836,0.1045,-0.7004,2.5954,-3.9618,2.2672
30.777,0.6938,0.1121,-0.686,3.3206,-8.4656,2.0076
30.797,0.7039,0.1074,-0.7053,0.5573,-7.2366,1.6489
30.817,0.707,0.1106,-0.6841,-1.3359,-6.8931,2.4275
30.837,0.7073,0.1128,-0.7156,-2.374,-1.4351,-0.9084
30.857,0.6987,0.1113,-0.679,-2.2672,-0.1527,-0.6565
30.877,0.6917,0.1038,-0.7063,-2.0076,-0.1679,0.8779
30.897,0.6838,0.1091,-0.698,-3.3053,-2.0458,2.1832
30.917,0.6926,0.1016,-0.698,-4.1908,-4.4733,0.9847
30.937,0.6997,0.0908,-0.7102,-5.0229,-3.5573,0.5725
30.957,0.6987,0.0955,-0.6873,-2.4275,-3.0,-0.0992
