ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
8.897,0.6829,0.1096,-0.6948,-2.1145,-2.6412,0.6183
8.918,0.6907,0.1064,-0.6904,-1.9008,-5.771,1.6718
8.937,0.7051,0.1021,-0.6877,-1.916,-7.4427,2.9466
8.957,0.7136,0.0989,-0.6938,-1.3511,-6.1985,1.8626
8.977,0.7148,0.1011,-0.6875,-1.2366,-3.5802,0.7863
8.997,0.7053,0.1033,-0.6892,-0.8473,-1.2824,-0.458
9.017,0.6992,0.1055,-0.6938,-1.1527,-1.0076,-0.5115
9.037,0.6951,0.1067,-0.6938,-1.2824,-3.0076,0.229
9.057,0.6914,0.1108,-0.6907,-1.1908,-4.7099,1.0534
9.077,0.7073,0.1023,-0.688,-1.5267,-5.855,2.2214
9.097,0.7073,0.1052,-0.6899,-1.4275,-4.8931,1.374
9.117,0.7097,0.1008,-0.6868,-2.2214,-3.3893,1.2137
9.137,0.7083,0.0991,-0.6875,-2.0687,-1.8015,-0.3588
9.157,0.6982,0.1035,-0.6914,-1.9237,-2.2595,0.6031
9.177,0.6941,0.1047,-0.6931,-1.1298,-3.2061,0.3893
9.197,0.7012,0.1072,-0.6965,-1.3053,-4.7863,1.6183
9.217,0.7012,0.1033,-0.6853,-1.1145,-4.5802,0.5878
9.237,0.7087,0.1069,-0.6934,-1.229,-3.9924,1.1908
9.257,0.7053,0.1013,-0.6843,-1.1527,-2.8702,0.4733
9.277,0.699,0.105,-0.6948,-1.7252,-3.1298,0.7252
9.297,0.7021,0.106,-0.6946,-2.1756,-3.6947,0.7557
9.317,0.7053,0.0989,-0.6909,-2.2595,-4.4885,1.1221
9.337,0.7065,0.0999,-0.6902,-1.2901,-4.3206,1.0382
9.357,0.7065,0.1008,-0.688,-0.4656,-3.7939,0.9008
9.377,0.7034,0.1064,-0.6929,-0.5725,-3.1679,0.5878
9.397,0.7024,0.1062,-0.6907,-1.2061,-2.7786,0.4351
9.417,0.6985,0.1084,-0.6909,-2.2595,-3.1527,0.6336
9.437,0.7026,0.1047,-0.6841,-2.5954,-3.5725,0.8473
9.457,0.7039,0.1021,-0.6958,-2.2672,-4.1756,1.229
9.477,0.7053,0.0981,-0.6907,-1.7099,-4.5573,1.4198
9.497,0.7068,0.0989,-0.6877,-0.9695,-4.0534,0.8168
9.517,0.7043,0.1045,-0.6899,-0.5267,-3.0534,0.3206
9.537,0.7009,0.1062,-0.6936,-0.9389,-2.6794,0.6489
9.558,0.6938,0.1082,-0.6841,-1.4656,-2.8168,0.2137
9.577,0.6992,0.1074,-0.6963,-2.2824,-3.9847,0.9847
9.597,0.7002,0.1006,-0.6838,-1.7786,-4.7099,0.9008
9.617,0.7107,0.1028,-0.6921,-1.5649,-5.5267,2.1603
9.637,0.7153,0.1008,-0.6887,-0.9618,-4.7099,0.8855
9.657,0.708,0.1013,-0.6902,-1.0382,-3.4733,0.6183
9.677,0.6995,0.1082,-0.6887,-0.6489,-1.7176,-0.2672
9.697,0.6948,0.1082,-0.7053,-1.2443,-1.7786,0.6107
9.717,0.696,0.1052,-0.6924,-2.0916,-3.084,0.7863
9.737,0.6958,0.106,-0.6948,-2.9924,-4.9084,1.5802
9.757,0.7061,0.0974,-0.6853,-2.2672,-5.6641,1.7099
9.777,0.7112,0.0977,-0.686,-1.1985,-5.0,1.855
9.797,0.7087,0.0977,-0.6907,-0.6031,-3.0763,0.5649
9.817,0.7078,0.1028,-0.6931,-0.687,-1.7557,-0.4427
9.837,0.6985,0.1089,-0.6833,-0.7939,-1.9389,-0.3282
9.857,0.6943,0.1096,-0.689,-1.2366,-3.8855,0.9847
9.877,0.699,0.1047,-0.6904,-1.7634,-5.4962,1.7023
9.897,0.7078,0.1074,-0.6851,-2.0611,-5.6031,1.6641
9.917,0.7104,0.0994,-0.6902,-1.8473,-4.1069,1.5344
9.937,0.7097,0.0969,-0.6885,-1.626,-2.2443,0.4733
9.957,0.7041,0.1018,-0.6934,-1.9237,-2.0153,0.0305
9.977,0.7026,0.1006,-0.6936,-1.5725,-2.7863,-0.2366
9.997,0.7007,0.1035,-0.687,-0.9466,-4.1298,1.2061
10.017,0.7,0.1033,-0.6909,-0.3206,-4.5267,1.3282
10.037,0.7051,0.1086,-0.6956,-1.3359,-4.6183,1.6947
10.057,0.7063,0.1021,-0.6841,-2.0611,-3.5878,0.3664
10.077,0.7043,0.0969,-0.6904,-2.5802,-3.1221,0.7939
10.097,0.7026,0.1047,-0.6934,-1.9466,-3.374,0.6565
10.117,0.7061,0.1035,-0.688,-1.5038,-4.1832,1.1221
10.137,0.7065,0.1003,-0.6882,-0.7099,-4.3893,0.9542
10.157,0.7029,0.1038,-0.6899,-0.4351,-3.2672,0.4504
10.177,0.7014,0.1084,-0.6946,-1.1221,-2.4046,0.6107
10.198,0.6946,0.1074,-0.6936,-1.9389,-2.3893,0.1908
10.217,0.6965,0.1077,-0.6904,-2.7557,-3.6794,0.9924
10.237,0.699,0.1011,-0.6887,-2.374,-5.1298,1.4656
10.257,0.709,0.0979,-0.6843,-1.6412,-6.1145,2.2901
10.277,0.7139,0.0981,-0.6892,-1.0382,-4.9695,1.1603
10.297,0.7114,0.0969,-0.6936,-0.855,-3.084,0.3435
10.317,0.6982,0.1052,-0.6855,-0.1832,-0.6947,-1.0153
10.337,0.6936,0.1116,-0.6909,-0.7099,-0.9924,0.0458
10.357,0.6892,0.1116,-0.6936,-2.0687,-3.374,1.0229
10.377,0.7,0.1023,-0.687,-3.2672,-6.4046,2.0153
10.397,0.7112,0.1018,-0.6829,-2.6336,-6.9695,1.6718
10.417,0.7173,0.093,-0.687,-1.0153,-4.9466,1.8779
10.437,0.7087,0.1013,-0.6887,-0.0076,-2.084,0.4885
10.457,0.7024,0.1069,-0.6904,-0.9618,-0.7557,-0.6489
10.477,0.6938,0.1082,-0.6921,-1.7863,-1.6183,-0.6794
10.497,0.6921,0.1047,-0.6926,-1.8702,-3.7405,0.855
10.517,0.7002,0.1084,-0.6912,-1.9695,-5.9542,2.855
10.537,0.7117,0.1016,-0.6902,-2.0763,-5.5038,1.9084
10.557,0.7126,0.0952,-0.6973,-2.2137,-4.3893,1.0382
10.577,0.7087,0.1008,-0.6902,-0.9008,-2.5573,-0.5115
10.597,0.7034,0.1025,-0.6902,-0.3817,-3.3053,0.8397
10.617,0.6992,0.1091,-0.6836,0.2366,-3.4198,-0.2061
10.637,0.7031,0.1086,-0.6917,-0.9008,-4.1145,1.2901
10.657,0.7014,0.1082,-0.6912,-1.4427,-3.084,0.2595
10.677,0.7017,0.105,-0.6948,-2.6718,-3.4046,1.2519
10.697,0.6992,0.1057,-0.6917,-2.4885,-3.5802,0.687
10.717,0.7014,0.1023,-0.6902,-2.5725,-4.626,1.6336
10.737,0.7073,0.0989,-0.696,-1.4656,-4.7328,1.4656
10.757,0.7061,0.0989,-0.6912,-1.0687,-4.084,1.4427
10.777,0.7026,0.1042,-0.6892,-0.5649,-2.1221,-0.2137
10.797,0.6958,0.1069,-0.6912,-0.8015,-1.7252,-0.0763
10.817,0.6948,0.1106,-0.6887,-0.7405,-2.626,0.4198
10.838,0.6965,0.1113,-0.6968,-1.7939,-4.8092,1.8931
10.857,0.7036,0.1018,-0.6877,-2.9618,-6.4656,2.3969
10.877,0.7117,0.0898,-0.6848,-2.6718,-5.5878,1.4046
10.897,0.7163,0.0947,-0.6995,-0.9313,-3.3511,0.8626
10.917,0.7036,0.1045,-0.6875,0.9771,-0.8168,-0.6489
10.937,0.7,0.1118,-0.6877,0.0458,-1.6794,0.4733
10.957,0.6931,0.1111,-0.6921,-1.2519,-3.7557,0.4427
10.977,0.7058,0.1064,-0.6873,-2.7786,-6.2519,2.374
10.997,0.7109,0.0964,-0.687,-2.3435,-5.5802,2.1069
11.017,0.7117,0.1013,-0.6914,-1.8244,-3.2214,1.8397
11.037,0.6995,0.1001,-0.6877,-1.7252,-1.0458,-0.4275
11.057,0.6975,0.104,-0.6838,-2.0305,-1.6336,-0.687
11.077,0.6921,0.1057,-0.6865,0.2748,-2.9771,0.1145
11.097,0.7026,0.1082,-0.696,1.313,-5.1069,3.0382
11.117,0.7036,0.1128,-0.6846,-0.7557,-6.1603,2.7252
11.137,0.7129,0.0996,-0.6926,-5.2443,-6.7023,2.7023
11.157,0.7195,0.0864,-0.6912,-5.4046,-4.3511,0.0992
11.177,0.718,0.0867,-0.6885,-2.4046,-2.0076,0.4504
11.197,0.707,0.0947,-0.6877,1.2214,-0.0992,-0.9847
11.217,0.6882,0.1104,-0.6907,2.9771,-0.1298,-2.0687
11.237,0.6838,0.126,-0.6975,2.1374,-2.5649,0.0611
11.257,0.6853,0.1238,-0.6868,-1.0992,-5.7176,2.542
11.277,0.7,0.1135,-0.6934,-4.771,-7.8931,3.3817
11.297,0.719,0.0896,-0.6865,-5.7481,-7.4122,2.3511
11.317,0.7209,0.0813,-0.6814,-3.9847,-5.1985,2.4351
11.337,0.7207,0.0842,-0.6836,-0.6947,-2.0916,0.3511
11.357,0.7061,0.0962,-0.687,0.7557,-0.771,-1.0076
11.377,-1.1396,-0.4407,0.5415,0.5649,-3.5191,-4.3359
11.397,0.9431,-0.0332,-0.2463,-50.4122,-128.8473,65.687
11.417,1.1243,0.0579,-1.0718,55.1221,-26.7176,-12.5954
11.437,0.6704,0.1768,-0.3787,61.0305,59.4427,6.5725
11.457,0.6118,0.3909,-0.3962,20.6183,9.2672,-5.0534
11.478,0.7668,0.2205,-0.9082,-46.2137,-9.1603,-26.9618
11.497,0.7437,0.1357,-0.8943,-30.9847,27.9466,-32.3053
11.517,0.5977,0.135,-0.5522,-15.4962,29.7023,49.4656
11.537,0.6631,0.1182,-0.6565,-30.9618,3.6336,18.5267
11.557,0.699,-0.0273,-0.7739,-50.626,0.8702,-24.9237
11.577,0.6958,-0.0562,-0.6785,-16.084,6.0611,0.0534
11.597,0.6497,0.0078,-0.6487,21.9313,1.4962,23.2519
11.617,0.6538,0.0603,-0.7222,18.2824,-6.7863,-1.4122
11.637,0.6577,0.0981,-0.687,16.2595,-13.8702,-28.2061
11.657,0.676,0.125,-0.6926,24.3664,-22.313,4.4656
11.677,0.7207,0.1663,-0.7036,23.2824,-26.6794,17.4656
11.697,0.7522,0.1619,-0.686,4.6489,-21.0076,-3.8702
11.717,0.7993,0.0481,-1.2236,-93.4657,-87.4198,2.6183
11.737,0.751,-0.1887,-2.0,-56.0763,-98.7557,25.3359
11.757,1.9999,0.124,-0.2974,-14.9313,-89.9084,80.8168
11.777,0.7444,0.5046,-0.5457,52.9466,-1.5191,-42.8702
11.797,0.8921,-0.1423,-0.8777,27.9695,70.4657,-45.8931
11.817,0.7727,0.032,-0.3,51.0916,124.313,-19.7099
11.837,0.553,0.3105,-0.4692,21.687,85.458,-17.7786
11.857,0.5308,0.2927,-1.0396,-26.2519,51.7099,-50.2672
11.877,0.4448,0.1997,-0.9116,-43.0763,33.3359,-12.8015
11.897,0.4597,0.1289,-0.6162,-34.8931,-2.9924,28.8626
11.917,0.6309,0.0112,-0.5996,-40.5802,-50.0992,51.8321
11.937,0.853,-0.1477,-0.7661,-34.4046,-50.4198,8.5802
11.957,0.7488,-0.0508,-0.4658,-31.0382,-62.7939,-22.5344
11.977,0.8013,0.2449,-0.7458,-23.6641,-82.0916,64.9695
11.997,0.6665,0.1016,-0.9324,-14.0,-47.3511,-24.5573
12.017,0.8394,0.1091,-1.0271,-2.145,-7.542,3.8015
12.037,0.7546,0.1428,-0.9082,19.4733,38.5878,0.5115
12.057,0.7285,0.0781,-0.7034,37.6107,71.7557,-25.6641
12.077,0.6414,0.0571,-0.5574,41.5267,79.5191,-34.2672
12.097,0.5325,0.1362,-0.3774,23.9237,40.9695,-9.7786
12.118,0.5962,0.1294,-0.7297,-1.3053,-1.1908,-16.6641
12.137,-0.1873,0.2825,-0.0278,-13.2672,-51.6031,9.2977
12.157,0.6438,0.1406,-0.6755,-37.7405,-128.7405,47.3664
12.177,0.5735,0.0374,-1.0649,-39.8168,-116.2901,36.3817
12.197,1.1548,-0.0454,-1.0146,-17.2672,-52.8855,17.6794
12.217,0.7327,0.1899,-1.04,13.5115,11.4809,-6.374
12.237,0.8604,0.042,-1.0239,29.7939,65.6794,-19.2366
12.257,0.708,0.0659,-0.8049,60.5267,115.1985,-40.0382
12.277,0.3872,0.2393,-0.2068,58.687,97.1985,-21.4275
12.297,0.4302,0.2776,-0.314,2.229,-1.145,17.4198
12.317,0.6794,0.1001,-0.9409,-45.4962,-49.0534,1.8855
12.337,0.7942,-0.0078,-1.0149,-27.8321,-17.8473,2.4809
12.357,0.6677,0.051,-0.5071,15.5878,6.8702,17.5802
12.377,0.6934,0.0815,-0.4802,8.3206,-15.6718,17.8168
12.397,0.8052,0.0298,-0.8052,-7.9695,-16.2214,-20.0076
12.417,0.7478,0.0576,-0.8259,9.3359,12.4046,-20.4656
12.437,0.6162,0.158,-0.613,29.5344,16.8931,7.1832
12.457,0.6123,0.1953,-0.6606,8.2595,-5.9771,7.4656
12.477,0.6963,0.1506,-0.7705,-15.9542,-17.9008,-12.4046
12.497,0.7197,0.0959,-0.7266,-12.0382,-12.1069,2.6412
12.517,0.7256,0.082,-0.6499,-2.3588,-6.8473,20.3282
12.537,0.7373,0.0752,-0.6775,-7.2672,-2.9466,3.7481
12.557,0.7295,0.0657,-0.7087,-8.6183,5.8626,-13.7405
12.577,0.6804,0.0908,-0.698,3.2519,9.8931,-2.916
12.597,0.6492,0.1194,-0.7041,5.916,4.9313,7.2214
12.617,0.6499,0.1179,-0.7085,-3.8168,-3.7252,-3.0916
12.637,0.6729,0.094,-0.6953,-7.5878,-10.5038,-3.8855
12.657,0.7002,0.083,-0.6968,-0.916,-12.458,8.1679
12.677,0.7188,0.0818,-0.699,2.8931,-9.1374,6.7939
12.697,0.7129,0.0894,-0.6931,1.0916,-4.2901,-4.0611
12.717,0.7087,0.0989,-0.699,1.8244,-2.5344,-4.1069
12.737,0.6975,0.1162,-0.7,4.2061,-1.7176,1.2977
12.758,0.6885,0.1248,-0.7009,1.1603,-2.0305,0.6107
12.777,0.6875,0.1216,-0.7056,-3.8244,-2.7405,-1.7176
12.797,0.6936,0.1069,-0.7,-6.0916,-3.3359,1.4504
12.817,0.6978,0.1008,-0.6973,-6.0763,-3.313,3.6641
12.837,0.699,0.0862,-0.697,-5.4733,-2.6412,0.9771
12.857,0.6965,0.0867,-0.6973,-3.3588,-2.374,-0.4275
12.877,0.6958,0.0828,-0.7002,0.0611,-2.916,0.9389
12.897,0.6877,0.0964,-0.7019,1.3893,-2.9847,0.7939
12.917,0.6855,0.1016,-0.7004,0.2977,-3.5191,-0.8321
12.937,0.6846,0.105,-0.7021,-0.1221,-4.3817,-0.6336
12.957,0.6948,0.1077,-0.6978,-0.4198,-6.0229,1.5344
12.977,0.6987,0.1035,-0.6953,-0.9084,-6.7252,1.5038
12.997,0.7068,0.1021,-0.6982,-0.9847,-6.2977,0.6794
13.017,0.7112,0.104,-0.6965,-0.5725,-4.5496,0.9771
13.037,0.7063,0.1062,-0.7026,-1.0305,-2.0229,0.6412
13.057,0.6938,0.1067,-0.7009,-2.458,-0.5496,-0.5344
13.077,0.6863,0.1074,-0.6992,-2.7634,-0.2214,-1.2672
13.097,0.6841,0.1072,-0.7012,-2.8168,-1.9924,1.3664
13.117,0.6912,0.1011,-0.7002,-3.0992,-4.2824,2.2214
13.137,0.6931,0.092,-0.6958,-3.771,-6.0153,1.8168
13.157,0.6975,0.0891,-0.6965,-2.3588,-5.542,1.1832
13.177,0.6968,0.0894,-0.7034,0.3893,-3.5267,0.3817
13.197,0.6899,0.1006,-0.7004,1.6947,-2.1679,0.1527
13.217,0.6838,0.1116,-0.6987,1.3588,-2.5038,-0.7099
13.237,0.6848,0.1135,-0.7024,0.313,-4.0534,0.1069
13.257,0.6924,0.1143,-0.7004,-1.1145,-5.7863,2.0458
13.277,0.7,0.1074,-0.698,-2.5649,-6.1298,2.4733
13.297,0.7083,0.0986,-0.6951,-3.2595,-4.626,1.4885
13.317,0.707,0.0981,-0.6941,-2.9924,-2.8855,1.1374
13.337,0.7012,0.0979,-0.6997,-1.5725,-0.9847,0.0
13.357,0.6938,0.1025,-0.6997,-0.8015,-0.8397,0.1679
13.377,0.687,0.1072,-0.6929,-0.7557,-1.6565,0.1679
13.398,0.6836,0.1067,-0.6987,-2.1985,-4.0153,1.7863
13.417,0.6926,0.0996,-0.7004,-3.0458,-5.4733,1.4427
13.437,0.7034,0.0969,-0.6943,-2.0534,-5.4122,1.2672
13.457,0.7007,0.0955,-0.6951,-0.5191,-3.9313,1.2443
13.477,0.6953,0.1021,-0.6931,0.2824,-2.9847,0.4656
13.497,0.6897,0.1013,-0.6914,-0.1527,-2.8092,-0.3282
13.517,0.6948,0.1025,-0.6995,-1.1069,-4.3511,0.7863
13.537,0.6968,0.1016,-0.7002,-1.4198,-4.9847,1.1756
13.557,0.6992,0.0996,-0.6948,-1.8931,-4.7634,1.1527
13.577,0.7043,0.1025,-0.699,-1.7252,-3.6565,0.9542
13.597,0.6968,0.1033,-0.6982,-1.6641,-2.3282,0.145
13.617,0.6931,0.1006,-0.6978,-1.6412,-2.2214,-0.0076
13.637,0.6912,0.1035,-0.7007,-0.9847,-2.4122,-0.1603
13.657,0.6853,0.105,-0.6995,-1.0458,-3.7939,1.458
13.677,0.6924,0.1079,-0.6926,-1.7176,-4.7786,1.5191
13.697,0.7007,0.0957,-0.7095,-3.0687,-5.7176,2.2214
13.717,0.6997,0.0989,-0.6865,-2.8626,-4.4275,0.7634
13.737,0.6982,0.0911,-0.6958,-2.0916,-2.4733,0.5573
13.757,0.6958,0.0999,-0.6924,-0.5038,-0.8473,-0.687
13.777,0.6819,0.1047,-0.698,-0.1298,-1.9618,-0.084
13.797,0.6819,0.1084,-0.7041,-0.1756,-3.7176,0.2672
13.817,0.6931,0.1064,-0.7075,-0.9847,-6.458,2.1374
13.837,0.6953,0.1033,-0.6956,-1.2595,-6.2519,1.626
13.857,0.7056,0.1045,-0.6948,-2.0916,-5.1985,1.9237
13.877,0.7056,0.1008,-0.7014,-1.9618,-2.8168,0.2214
13.897,0.6965,0.1006,-0.6958,-1.8397,-2.1069,0.3435
13.917,0.6924,0.0989,-0.7009,-1.3053,-2.626,0.2977
13.937,0.6948,0.103,-0.6968,-0.9924,-3.1145,0.4809
13.957,0.6929,0.1018,-0.6958,-1.1679,-3.3969,0.9389
13.977,0.6912,0.105,-0.6946,-1.3206,-3.0611,0.4962
13.997,0.6897,0.1047,-0.6992,-1.9313,-3.7023,1.5115
14.017,0.6938,0.1025,-0.6938,-2.0229,-4.4733,1.3817
14.038,0.7017,0.0977,-0.7,-2.4351,-5.3435,1.9771
14.057,0.7034,0.0945,-0.696,-1.5878,-4.5496,0.687
14.077,0.7017,0.0947,-0.6987,-0.6031,-3.3588,0.5344
14.097,0.6968,0.1023,-0.7017,0.2672,-1.8321,-0.0687
14.117,0.689,0.1084,-0.7026,-0.7405,-2.0763,0.2595
14.137,0.686,0.1079,-0.699,-1.5802,-3.1985,-0.1374
14.157,0.6929,0.1055,-0.6948,-2.0153,-5.145,1.6336
14.177,0.6985,0.103,-0.6941,-1.6565,-5.6718,2.0534
14.197,0.7046,0.094,-0.6902,-1.8321,-4.8855,1.855
14.217,0.7034,0.0979,-0.7039,-1.9924,-3.2519,0.5115
14.237,0.6982,0.0996,-0.6934,-1.6183,-1.9695,-0.0153
14.257,0.6924,0.0967,-0.6919,-1.1756,-1.916,0.2824
14.277,0.6938,0.1086,-0.7034,-1.1527,-2.9008,0.6107
14.297,0.6926,0.1057,-0.7046,-1.2824,-3.9084,0.626
14.317,0.697,0.1028,-0.6941,-1.4427,-4.3817,1.1374
14.337,0.6917,0.1038,-0.699,-1.6565,-4.5496,1.4046
14.357,0.6963,0.1006,-0.698,-1.8855,-4.1221,1.0
14.377,0.6992,0.0955,-0.6997,-1.9008,-3.9084,0.8015
14.397,0.6936,0.0991,-0.6956,-1.3664,-3.458,0.3359
14.417,0.6912,0.1038,-0.7004,-0.8855,-3.4962,0.7939
14.437,0.6917,0.1038,-0.6963,-0.4275,-3.3664,0.542
14.457,0.6963,0.1047,-0.6951,-0.9924,-3.5344,0.9618
14.477,0.6912,0.1072,-0.6958,-1.8473,-3.4351,0.8244
14.497,0.6926,0.0999,-0.7021,-2.542,-3.7176,0.9008
14.517,0.6953,0.0999,-0.6968,-2.2214,-3.9008,0.8321
14.537,0.6946,0.0984,-0.7009,-1.5191,-3.9924,1.4427
14.557,0.7021,0.0996,-0.6941,-1.0153,-3.5344,0.9084
14.577,0.6956,0.1011,-0.7026,-1.2824,-3.2214,0.3969
14.597,0.6917,0.1033,-0.7007,-1.2214,-3.0992,0.3588
14.617,0.6936,0.1062,-0.6968,-1.3511,-3.7252,1.0763
14.637,0.6936,0.1023,-0.7004,-1.6107,-4.1832,1.0
14.657,0.6992,0.1003,-0.696,-1.687,-4.3969,0.7939
14.678,0.6943,0.1042,-0.7,-1.2672,-4.2061,1.0458
14.697,0.6987,0.0981,-0.6958,-1.1603,-3.4122,1.0305
14.717,0.6951,0.1047,-0.6968,-1.6565,-2.8473,0.3893
14.737,0.6931,0.1038,-0.6958,-1.4351,-2.7328,0.0
14.757,0.6926,0.1021,-0.6963,-1.3206,-3.5649,1.2672
14.777,0.6904,0.1021,-0.6987,-1.6412,-3.9695,1.2672
14.797,0.6953,0.1006,-0.7012,-2.3588,-4.4351,1.2137
14.817,0.6975,0.0979,-0.7012,-1.6489,-3.8702,0.4046
14.837,0.7002,0.0991,-0.7002,-1.1756,-3.8626,1.0763
14.857,0.6958,0.0996,-0.7012,-0.6794,-3.687,0.7176
14.877,0.6985,0.1028,-0.6943,-0.9084,-3.6641,0.4046
14.897,0.6992,0.105,-0.696,-1.3817,-3.2137,0.7557
14.917,0.6936,0.1069,-0.6995,-1.8855,-3.0076,0.6183
14.937,0.6929,0.1006,-0.6982,-2.1374,-3.4427,0.4885
14.957,0.6953,0.1008,-0.698,-1.5267,-4.1374,0.7405
14.977,0.6982,0.1035,-0.7,-1.1221,-4.687,1.5878
14.997,0.6968,0.0996,-0.7019,-1.0763,-4.2061,1.0076
15.017,0.6946,0.1011,-0.6921,-1.5191,-3.3893,0.3511
15.037,0.6897,0.0991,-0.6929,-1.3893,-2.8473,0.2214
15.057,0.6924,0.1052,-0.7026,-1.229,-2.9924,0.8244
15.077,0.6912,0.1038,-0.7017,-1.3511,-3.7023,1.0992
15.097,0.6914,0.1018,-0.7012,-1.7557,-4.0992,0.771
15.117,0.6965,0.1001,-0.7029,-1.8244,-4.0382,1.0687
15.137,0.6956,0.0996,-0.7,-1.771,-3.5649,1.0763
15.157,0.6926,0.0962,-0.6929,-1.6031,-3.2977,0.8855
15.177,0.6948,0.0996,-0.7014,-1.2672,-3.5649,0.5038
15.197,0.6887,0.1023,-0.7,-0.6031,-3.8931,0.5802
15.217,0.6992,0.1072,-0.6929,-0.626,-4.7557,1.3511
15.237,0.6938,0.1077,-0.7002,-1.0,-4.2443,1.0687
15.257,0.6956,0.0972,-0.6985,-1.9771,-3.3511,0.687
15.277,0.6956,0.0989,-0.6926,-2.0534,-2.374,0.0076
15.297,0.6948,0.1013,-0.7029,-1.9924,-2.7634,0.8397
15.318,0.6934,0.1033,-0.7046,-1.626,-3.8168,1.1298
15.337,0.698,0.0979,-0.7007,-1.771,-4.8015,1.4885
15.357,0.6992,0.0972,-0.6997,-1.4351,-4.3435,0.8015
15.377,0.699,0.103,-0.699,-1.0076,-3.1985,0.5038
15.397,0.6914,0.1021,-0.7,-0.771,-2.6641,0.6489
15.417,0.6895,0.1094,-0.698,-1.1374,-3.0534,0.3359
15.437,0.6919,0.104,-0.6992,-1.8931,-4.2366,1.0611
15.457,0.6948,0.1003,-0.6953,-1.6718,-4.6031,0.7939
15.477,0.6968,0.1038,-0.7014,-1.3511,-4.5038,1.5267
15.497,0.696,0.103,-0.7004,-0.8931,-3.7023,0.9237
15.517,0.697,0.0991,-0.6958,-1.5115,-3.2214,0.9389
15.537,0.698,0.1028,-0.7007,-2.0458,-2.7252,0.229
15.557,0.696,0.0991,-0.6943,-1.8855,-3.1221,0.4351
15.577,0.6934,0.1021,-0.6992,-1.0916,-3.2061,0.5725
15.597,0.6924,0.106,-0.698,-0.9618,-4.2595,1.5573
15.617,0.6958,0.1001,-0.7017,-1.2977,-4.2748,0.9924
15.637,0.6975,0.1016,-0.7065,-2.0229,-4.1069,0.9924
15.657,0.6965,0.1038,-0.6968,-1.6565,-2.9084,0.2061
15.677,0.6936,0.1008,-0.6926,-1.4198,-3.0992,0.8931
15.697,0.6914,0.103,-0.6973,-1.0076,-3.6794,0.7023
15.717,0.6975,0.0974,-0.698,-1.6107,-4.6336,1.2901
15.737,0.6985,0.0989,-0.6912,-1.6947,-4.4656,0.8244
15.757,0.6963,0.1028,-0.7007,-1.2214,-3.3511,0.4046
15.777,0.699,0.1079,-0.6958,-0.7634,-2.5496,0.4656
15.797,0.6902,0.1052,-0.6956,-0.8779,-2.7557,0.4962
15.817,0.6921,0.1052,-0.7,-1.7557,-4.3588,1.3206
15.837,0.6924,0.0991,-0.7009,-2.2443,-4.9542,1.1603
15.857,0.7026,0.1016,-0.6973,-2.1298,-4.7176,1.3282
15.877,0.6982,0.0994,-0.6997,-1.3435,-3.4427,0.9695
15.897,0.696,0.1028,-0.6953,-0.9466,-2.4198,0.5115
15.917,0.6919,0.1047,-0.6946,-1.2824,-2.2443,0.1908
15.937,0.6897,0.1052,-0.7012,-1.4351,-3.3053,0.4809
15.958,0.6956,0.1082,-0.7026,-1.1069,-4.2519,0.8779
15.977,0.6941,0.1025,-0.7026,-1.1679,-5.1985,1.916
15.997,0.6987,0.1011,-0.6909,-1.5802,-4.8779,1.313
16.017,0.7014,0.0977,-0.6956,-2.1603,-3.9466,1.1145
16.037,0.6997,0.0969,-0.6914,-1.7634,-2.5191,-0.1069
16.057,0.6938,0.1008,-0.7007,-1.1145,-2.3435,0.3893
16.077,0.6877,0.103,-0.6987,-0.5649,-2.9466,0.4046
16.097,0.6943,0.1045,-0.7009,-1.0611,-4.2443,1.3282
16.117,0.6941,0.1086,-0.7043,-1.6718,-4.5267,1.0229
16.137,0.7007,0.1018,-0.7048,-2.145,-4.5038,1.2748
16.157,0.6936,0.1035,-0.6997,-1.8626,-3.5267,0.8244
16.177,0.6985,0.0984,-0.6985,-1.626,-3.2214,1.0534
16.197,0.6965,0.0972,-0.7,-1.2366,-3.0305,0.3282
16.217,0.6885,0.1023,-0.6985,-1.2977,-3.5267,0.6641
16.237,0.6943,0.1008,-0.7075,-1.0611,-3.7176,0.7328
16.257,0.6946,0.1023,-0.7065,-0.9008,-3.6641,0.8092
16.277,0.6965,0.1021,-0.6958,-1.3206,-3.9695,1.4351
16.297,0.6956,0.1018,-0.696,-1.8702,-3.771,0.7481
16.317,0.6958,0.0991,-0.6975,-2.4046,-4.1603,0.9847
16.337,0.698,0.0969,-0.6899,-1.5344,-3.8931,0.5878
16.357,0.6995,0.0974,-0.7024,-1.0687,-3.9389,1.2824
16.377,0.6941,0.1042,-0.6919,-0.4122,-3.2748,0.4885
16.397,0.696,0.1052,-0.7012,-1.2366,-3.1756,0.8931
16.417,0.6899,0.1108,-0.6987,-1.5191,-2.9313,0.2824
16.437,0.6914,0.104,-0.6956,-2.0763,-3.626,1.0076
16.457,0.6965,0.0999,-0.7031,-2.1221,-4.2901,1.1679
16.477,0.6985,0.0986,-0.6963,-1.7634,-4.6183,0.9924
16.497,0.699,0.0979,-0.7004,-1.5267,-4.3435,1.2824
16.517,0.697,0.0981,-0.689,-0.7023,-2.9924,0.084
16.537,0.6975,0.1079,-0.7048,-0.9313,-2.4122,0.3969
